author,message
Amanda Watson,*burp* askies
Viv B,You are ekkiest
Sthakathi Khumalo,Ayeyey... Lols hahah Manyi so much arrogance haha Its impossible Chair Its called cadre deployment "Haai suka "Hola bra Manyi "edmore tawodzera Maleka is prying over him Maleka and Manyi have a strange relationship haha Tshepo Mahlangu loools Guys leave Maleka alone So you guys are saying uMalema ubhuti kaDuduzane haha He definitely knows money!! Empire of Williams lols "Manyi Manyi we are yours "He knows Moola Evidence Manyi.. We are yours hand us we are listening 64 Million is a concern to be honest!! Imagine now Brian Molefe coming to share his side of things.. the real state capture!! Clarence Mentor the problem is you have eves dropped Manyis submission. He is coming to the sms gentleman agreements haha Thato M being ordered to pay 26 million to work not done Maleka lols Evidence guys listen... on paper not here say Thulz Nkoni yes Thato M I hear you but what have we received from aboWilliams and confusions Thato M fair enough maybe we could run a public parallel trial now since we have both versions and the other is backed up by some for of documentation Thato M now tell me this 26 million under the blacked out company? Is that really not much convincing that Williams also corrupt and was hiding other things.. Mkhuseli Freddie He got Zumad bro SMS please before we finish SMS please "Manyi you've discredited Williams SMS yes "Manyi Manyi... this is why he wanted to present his case today tna Lols...Maleka Itching lols Hola Manyi Thato M Agree
Siyabonga Hani,Where is sound?
makhosi nobhatyi,Again another problem He is lying in front of the nation He changed those people to put the one he may control Manyi has no fact and documentary This is when the state capture begin under his leadership opening doors for Zuma and Gupta I doubt his evidence is correct it is very short He only fights Mrs Williams maybe because she is a woman 😃😃😀😀😃😀 Truth "He is defending himself
big one,Is it just me or theres no sound here Don't call him a crook....that's an insult to all the crooks This guy is actually not too clever. he will be asked if that is how appointments were made...a minister just offers you listening to guy...everybody was busy with their own dodgy deals and now they all want to point fingers There is no loyalty amongst thieves for sure
Wesley Van Der Heyde,sound is back this attorney keeps smilimg as if he is really enjoying seeing Jimmy basting himself. Sooo Jimmy's defence is the people accusing me are also guilty of the same? if si hope they share a prison cell.
johnson kgomosotho,jimmy is a crook big crook sis. jimmy manyi.zuma .zuma s son and the guptasss are big crooks which businesses are tlking abt lol you cal this thing of and the guptass are business shame on you look now the guptass are gone with all of our money nd u cal it business ya neh.
nhla xwale,no crook is there the problem if you black owner big businesses people say you are crook no manyi someone are jealous for him no guys problem black colour
PETER STAFFEN,the man will try to lie his way through please can somebody explain why these people will come under oath and lie loate loate sorry to under oath is is a oath unless it has changed Musa Kgoete true in a way "why is this MS Williams such a liar 
Wouter Brand,like everywhere else in the world.. our SYSTEM of Governance is outdated.. it needs to be replaced.
Unathi Notshata,why are you defending him @johnson kgomosotho what was the question again No you wrong don't generalized thing @khomotos EFF have taken some of the Universities and is increasing Dumisani it can rule this Country next year don't ever compared us with Zimbabwe and we won't be like them nonsense @Sam Vanguard EFF has nothing to do with VBS Flyod has never looted but only his brother who received money from vele investment and you won't prove what you saying @Sam Vanguard why did you left Zimbabwe and i think you must leave SA too I want the land back and I'm unapologetic about that EFF want the Government to be the custodian then we people are able to feed themselves then it release to them@jacky mnisi plz read the constituion of EFF correctly @jacky mnisi tactics is what the ANC is saying because they don't want to take the land from the White and what they are doing is to release State land
Ayanda Kleyi,I want to hear about the SMS he SENT to Vytjie while she was giving evidence Why did JIMMY MANYI send that SMS? please ask him Mr Maleka why did you send that SMS to Vytjie Mentor? "and SMS Hahaha he just brushed aside the SMS issue Hahahahaha Manyi PLease check his PANTS?
Dan Bourne Yeshurun,those poor ANN7 interns.. sloganeering... lol guilty tactic wow Jimmy is such a hero "lol ""are you captured?""" hitting back at Phumela.. and trying to implicate her Jimmy is an ANC Zupta sleeper and businessman "prison cells will be full the students are wearing red overalls Dumisani.. lol the EFFs frauding has been fixing country every month EFF national leadership is a lit cabinet lol sam "soon as FF+ govern better move then a live Zupta player here.. Zuma would still be president... so quiet FF+ people hating EFF Zizoh no worries... the country has will drop at the national votes.. they can call these heros crooks.. but EFF hard the crooks as opposition and they will Govern 2019 we will idibala in Orania yes Musa don't entertain that guy. the land is gonna be returned zizoh no because those ANC ppl and TuTu are Knights of Malta... different from ancestors who r u @Musa those ANC leaders are sworn into as Maltas. Satanists emancipation is NOT freedom.. manumition is freedom.. look it up and u people have been captured by Jimmy now but Manyi never blew a whistle "help BLF get into parliament guys. they need R150 I have unlimited you sellout kopz why are you even texting me?? really since Barbra Hogan. get a life dude "Deputy Speaker beef... smh get a life mampara. u r blocked Jacky.. blunders are not illegal. state capture is take notes evidence leader ANC is at the helm and shoe of VBS looting.. and they are overreaching for EFF 😂😂 😂😂he is a joke Maleka must stick to the rules😂😂😂😭
Awelani Mukwevho,the sms was sent to phumla williams
Ngconde Togu,Manyi is digging a hole for himself
Vuyisile Ngesi,when is he getting to the sms sent to sis Phumla?
Singoville Singo,Someone will Idibaling here
Trevor mokobake,Jimmy is just selling himself now... Is he unemployment????
Cassius Mngomezulu,What is this guy doing here is he clearing his name or looking for emploment "This ask him to tell us about himself--meaning qualifications and the likes Which Busness This guy is wasting my data shame #Desmond Masilela-your sound is captured
Ray Legodi,he's nervous
tshepo aphane,second nhlanhla nene....this 1 is going down
Luvo Matrose,Id like to see Manyi's CV "I am asking myself Hlaudi 2 "im not sure what this guy is doing lol...he is making recommendations the other people are so quiet when talking about the land...is everyone ok?
johannes maaka,He is talking about payments for gcis supplies
KEITH SINDILE DINABANTU,"@Trevor mokobake Spot on! in 2015 "@Cassius Mngomezulu Hope he didn't use up all his hard earned savings "@Mthetheleli Jack He inherited as anticipated! But they say "@Bronx Wavy I see... That's Jimmy at his best "@Bronx Wavy Angry at Phumla "@Dumisani Gcuma LOL. I always feel "@Dumisani Gcuma Maybe in 2034 @Zizoh Both EFF and ANC are a danger "@Wesley Van Der Heyde He's here to implicate people @Monique Jones Wow @Monique Jones How are you my sister? @Monique Jones Thought you're not here.... now i must behave @Monique Jones 😘😘😍😘 @Monique Jones How's been your day? "@Zizoh Oh "@Monique Jones Oh yeah @Monique Jones oh wow! @Monique Jones I dont know when that Omotoso will be back to the court! "Manyi Thangana 😂😂😂 "Hay maarn
shumba tau,this issue of state capture started long time ago before zuma become the president ANC is versity for amasela hahaha exactly my point that why no one will ever come forward with prove that EFF is corrupt specially if you have money yoo he is throwing Williams under the bus now don't undermine peace of paper my friend no one wants malema to lead the country even himself knows he won't he just wants to force ANC to do right thing and get rid of those corrupt ministers 26.9 cents mm guys i just want to remind you EFF is leading almost of Universities and same youth are going to vote again for EFF you can get picture what will happen neh wanya malema he is not racist he just telling the truth and fed up with by white Monopoly ff+ and DA are dead can you see? and how can they make SA better country without land we are taking it back ANC mustn't use this state capture issue to delaye the vote next year whoever say EFF is involved in vbs corruption must come with prove or they must just ralax and watch how EFF humble people juju told them #bringiton they come with vbs thing mxm what a big mistake thato m my point exactly sam wena wa hlanya SA is the richest Europeans are rich because of African countries now it is time to make them pay what they took from us every European owes me wait a minute where that money will go when they return it ANC don't respect women at all they use them as bullet proof hong hong gigabyte he is gone the rest shall follow kopza i can name women who were used even sexually all of EFF followers want land kopza you! i want land now i don't want to die landless😂😂 land idibala is passing jemmy is one of them who continue with what utata he has done unathi tell those fools whatever this guy he just said it is ANC's plane to to protect other ANC criminals and himself he laughed like he is sure about what he was saying the whole ANC is involved in vbs corruption and they sold us period i wish all ANC women league can be able to see they are used i feel sorry for Williams hozonya yena hahaha so he want people who will ask questions to stick to rules 😂😂 malema is coming for you
Greg Stewart,he has a thief face - bald and dodgy anc to eff - ha ha ha ha ha ha - from bad to worse
Lucky123 Thwala,ì cant watch this show of Jimmy this thief is joke
Thebe Lephallo,@Luvo Matrose why is his CV a concern
