starttime, endtime,message
time,5:32,message 🤸‍♂️🤸‍♂️🤸‍♂️ "No truths will be coming out of this one "Even his last name almost sounds like Marikana who is on the stand? Dead by Marikana!! Dan Marokane @Khanyi. AgeGracefully Former Eskom Group Executive: Group CapitalFormer Eskom Group Executive: Group Capital thanks Anne. I hope the chair is nice this time around. 
5:48,11:24, This witness is the one who was put on suspension "@Anne M. thanks Makhosi Oops huh! didn't know either lol "the chair just needed he's tea break Heard his name but got his info from the commission website @Xolani J Masemula 😉 Any fireworks this morning? He is a fat cat 🤪🤪 rich as you see Mhmmm Eskom doesn’t pay peanuts @Khanyi. AgeGracefully What has happened to our Simba? 
11:49,13:46, @Teunis van Ree nothing much teunis hi Did the Chair mention anything about the re-examination by the combative witness that has a lawyer that interject every minute? hi @ALTA I take over and Simba was scared of me @ pastor j.j I didn't expect much😴 @makhosi nobhatyi hahahahaha. So what do I do with the 70+cows roaming in my garden? IS THIS ONE OF THE GUYS WHO STOLE 770MIL THAT WAS MEANT FOR BUILDING POWER STATION "@Anne M. interesting 
13:49,16:02, Hi All hi tom 😂 who is this guy? hi @ALTA 😂😂😂bring it to me @ Pastor JJ Who is this honest looking guy? Alta was there a coup d'etat "Former Eskom Group Executive: Group Capital 
16:08,17:12, "This guy knows his job pastor they must pay storage for the cows😂😂😂😂 ALTA our eNCA group are all here? This man is educated mahhn @ALTA I already used some of it. Made some Oxtail the other day. tom .... no enca no live chat☹️ Thanks Anne thanks @Ane m Throne? 
17:40,19:13, pastor.... dont be greedy wheres my oxtail love it😁😁 im in He loves the throne tom.... yes the a team park here😁😁😁😁 Koko Matshela and Brian Molefe the we know you are here in the chat with us. Can you greet us please "@Tom Heya. Yes Please those cows must come to me coz I told you that I would do anything to get Khanyi so I won 🤪🤪😂😂@ Alta Jongi😂😝 Naledi hi to you too and the pastor and and and 
19:26,20:48, this man know his things @makhosi nobhatyi @Khanyi. AgeGracefully can have the cows back minus a whole lot of tails jongi.... no not sorry i just like to say hello to all sorry if i offended you Hi is impressive @Tom Greetings Brother *He Lock up Zuma!!!😡😡 @ALTA Is just being nice😁 "Eish @Pastor J.J No no no 
20:54,22:50, just that the gy was operating in a maphia state lol The guy sound intelligent and he knows his story. He's a victim of State capture @Naledi Barron The oxtail is done and eaten. Maybe the tails will grow again FAT GUY😅 #AMAMILLIONS "Russia Magezi Lols ALTA no it's fine I'm just asking because i see eNCA members around us & u welcoming them with a smile an tea I hate ZUMA and the concubine Dudu 😆🤣🤣 "@Thabiso 
23:13,24:20, @Fred agreed "@Jongi Cayalli I did request formal permission for our eNCA bunch to join your chat stream @Sthakathi Khumalo😄 "Had enough coffee  "Nco shame he was fired by SMS How are you everyone i was away for the past week what is cooking @Andre Gerber Can I join you with a G & T?? @Simba Chisanhu There you are! We missed you! People In Government-----PIG ? 
24:24,25:35, Go for it @ Naledi @Russia Magezi @Sthakathi Khumalo is jealous jongi.... thank you... rooibos tea coming up😁 @Andre Gerber Cheers buddy! "Khumalo "@Yolo More People will amaze you Alta cheers Lady Naledi Naledi 
25:41,27:26, "This fellow must explain the Medupi and Kusile cost over-runs nobody in anc is clean simba... hi how are you Russia Magezi Those are mechanics of the language - we know what you are insinuating😌😌 andre... beer is bitter tea lekkerrrr "@Refilwe naledi .... g+t😁😁😁 "Yssss koue Black Label @el bono he ate something ofcoz but not too much 😀 
27:31,28:57, "The confidence he has making his statements andre😂😂😂😂 Simba the national brother-in-law has arrived He sounds a bit p'd off @Xolani J Masemula @refilwe lol don't worry ALTA have a seat our tea lady Naledi will handle it☕ "@Xolani Xolani is it posible that he can be brought back to his rightful job position that he was suspended from? "Sorry 
